n,pattern,seed,policy,L,rho,tau,C_N_online,c_star_N,r,r_star,r_ss,n_feasible,k,core_nonempty,core_epsilon,theorem11_applicable,theorem11_fires,r_sss,empty_mechanism
7,B_heavy,123,nearest_neighbor,2.6458,4.0,0.1781,9.4027,7.8694,1.1948,3.5295,1.2448,127,7,False,0.735916,True,False,1.085747177475105,balanced_complement
7,B_heavy,123,cheapest_insertion,2.6458,4.0,0.1781,8.442,7.8694,1.0728,3.5295,1.2448,127,7,True,-0.087523,True,False,1.085747177475105,core_nonempty
7,B_heavy,123,batch_reoptimize,2.6458,4.0,0.1781,8.442,7.8694,1.0728,3.5295,1.2448,127,7,True,-0.087523,True,False,1.085747177475105,core_nonempty
7,B_heavy,256,nearest_neighbor,2.6458,4.0,0.1781,9.3998,6.5444,1.4363,3.2983,1.1715,127,7,False,1.74718,True,True,1.1248468780807472,single_complement
7,B_heavy,256,cheapest_insertion,2.6458,4.0,0.1781,7.3601,6.5444,1.1246,3.2983,1.1715,127,7,True,-0.001153,True,False,1.1248468780807472,core_nonempty
7,B_heavy,256,batch_reoptimize,2.6458,4.0,0.1781,7.3601,6.5444,1.1246,3.2983,1.1715,127,7,True,-0.001153,True,False,1.1248468780807472,core_nonempty
7,B_medium,7,nearest_neighbor,2.6458,2.0,0.3562,8.5497,8.2041,1.0421,3.3917,1.2491,95,6,True,-0.849183,True,False,,core_nonempty
7,B_medium,7,cheapest_insertion,2.6458,2.0,0.3562,9.2814,8.2041,1.1313,3.3917,1.2491,95,6,True,-0.483329,True,False,,core_nonempty
7,B_medium,7,batch_reoptimize,2.6458,2.0,0.3562,8.5497,8.2041,1.0421,3.3917,1.2491,95,6,True,-0.849183,True,False,,core_nonempty
7,B_medium,42,nearest_neighbor,2.6458,2.0,0.3562,9.4339,8.2919,1.1377,3.7104,1.1279,127,7,False,0.040607,True,True,1.134200996709929,single_complement
7,B_medium,42,cheapest_insertion,2.6458,2.0,0.3562,9.3166,8.2919,1.1236,3.7104,1.1279,127,7,True,-0.018057,True,False,1.134200996709929,core_nonempty
7,B_medium,42,batch_reoptimize,2.6458,2.0,0.3562,9.3166,8.2919,1.1236,3.7104,1.1279,127,7,True,-0.018057,True,False,1.134200996709929,core_nonempty
7,B_medium,99,nearest_neighbor,2.6458,2.0,0.3562,9.9986,7.838,1.2757,3.8005,1.2023,127,7,False,1.014158,True,True,1.1247064406252514,single_complement
7,B_medium,99,cheapest_insertion,2.6458,2.0,0.3562,9.0444,7.838,1.1539,3.8005,1.2023,127,7,False,0.217483,True,False,1.1247064406252514,near_complement
7,B_medium,99,batch_reoptimize,2.6458,2.0,0.3562,8.8941,7.838,1.1347,3.8005,1.2023,127,7,False,0.092165,True,False,1.1247064406252514,near_complement
7,B_medium,123,nearest_neighbor,2.6458,2.0,0.3562,9.4027,7.8694,1.1948,3.5295,1.2448,95,6,True,-0.196397,True,False,,core_nonempty
7,B_medium,123,cheapest_insertion,2.6458,2.0,0.3562,8.442,7.8694,1.0728,3.5295,1.2448,95,6,True,-0.676737,True,False,,core_nonempty
7,B_medium,123,batch_reoptimize,2.6458,2.0,0.3562,8.442,7.8694,1.0728,3.5295,1.2448,95,6,True,-0.676737,True,False,,core_nonempty
7,B_medium,256,nearest_neighbor,2.6458,2.0,0.3562,9.3998,6.5444,1.4363,3.2983,,63,5,False,0.02818,False,False,,intermediate
7,B_medium,256,cheapest_insertion,2.6458,2.0,0.3562,7.3601,6.5444,1.1246,3.2983,,63,5,True,-0.991681,False,False,,core_nonempty
7,B_medium,256,batch_reoptimize,2.6458,2.0,0.3562,7.3601,6.5444,1.1246,3.2983,,63,5,True,-0.991681,False,False,,core_nonempty
7,B_light,7,nearest_neighbor,2.6458,0.5,1.4248,12.0857,8.2041,1.4731,3.3917,,13,2,True,-1.734109,False,False,,core_nonempty
7,B_light,7,cheapest_insertion,2.6458,0.5,1.4248,12.0857,8.2041,1.4731,3.3917,,13,2,True,-1.734109,False,False,,core_nonempty
7,B_light,7,batch_reoptimize,2.6458,0.5,1.4248,12.0857,8.2041,1.4731,3.3917,,13,2,True,-1.734109,False,False,,core_nonempty
7,B_light,42,nearest_neighbor,2.6458,0.5,1.4248,14.8282,8.2919,1.7883,3.7104,,19,3,True,-1.037256,False,False,,core_nonempty
7,B_light,42,cheapest_insertion,2.6458,0.5,1.4248,14.7603,8.2919,1.7801,3.7104,,19,3,True,-1.054237,False,False,,core_nonempty
7,B_light,42,batch_reoptimize,2.6458,0.5,1.4248,14.7603,8.2919,1.7801,3.7104,,19,3,True,-1.054237,False,False,,core_nonempty
7,B_light,99,nearest_neighbor,2.6458,0.5,1.4248,13.5715,7.838,1.7315,3.8005,,15,3,True,-1.542933,False,False,,core_nonempty
7,B_light,99,cheapest_insertion,2.6458,0.5,1.4248,13.5715,7.838,1.7315,3.8005,,15,3,True,-1.542933,False,False,,core_nonempty
7,B_light,99,batch_reoptimize,2.6458,0.5,1.4248,13.5715,7.838,1.7315,3.8005,,15,3,True,-1.542933,False,False,,core_nonempty
7,B_light,123,nearest_neighbor,2.6458,0.5,1.4248,11.1998,7.8694,1.4232,3.5295,,12,2,True,-1.806746,False,False,,core_nonempty
7,B_light,123,cheapest_insertion,2.6458,0.5,1.4248,11.1998,7.8694,1.4232,3.5295,,12,2,True,-1.806746,False,False,,core_nonempty
7,B_light,123,batch_reoptimize,2.6458,0.5,1.4248,11.1998,7.8694,1.4232,3.5295,,12,2,True,-1.806746,False,False,,core_nonempty
7,B_light,256,nearest_neighbor,2.6458,0.5,1.4248,10.8918,6.5444,1.6643,3.2983,,10,2,True,-1.203475,False,False,,core_nonempty
7,B_light,256,cheapest_insertion,2.6458,0.5,1.4248,10.8918,6.5444,1.6643,3.2983,,10,2,True,-1.203475,False,False,,core_nonempty
7,B_light,256,batch_reoptimize,2.6458,0.5,1.4248,10.8918,6.5444,1.6643,3.2983,,10,2,True,-1.203475,False,False,,core_nonempty
7,C,7,nearest_neighbor,2.6458,2.0,0.3562,10.0357,8.2041,1.2233,3.3917,1.2491,127,7,False,0.771604,True,False,1.1135284686045142,balanced_complement
7,C,7,cheapest_insertion,2.6458,2.0,0.3562,9.1803,8.2041,1.119,3.3917,1.2491,127,7,False,0.03845,True,False,1.1135284686045142,balanced_complement
7,C,7,batch_reoptimize,2.6458,2.0,0.3562,9.1803,8.2041,1.119,3.3917,1.2491,127,7,False,0.03845,True,False,1.1135284686045142,balanced_complement
7,C,42,nearest_neighbor,2.6458,2.0,0.3562,8.4905,8.2919,1.024,3.7104,1.1279,127,7,True,-0.431089,True,False,1.134200996709929,core_nonempty
7,C,42,cheapest_insertion,2.6458,2.0,0.3562,8.4905,8.2919,1.024,3.7104,1.1279,127,7,True,-0.431089,True,False,1.134200996709929,core_nonempty
7,C,42,batch_reoptimize,2.6458,2.0,0.3562,8.4905,8.2919,1.024,3.7104,1.1279,127,7,True,-0.431089,True,False,1.134200996709929,core_nonempty
7,C,99,nearest_neighbor,2.6458,2.0,0.3562,8.6444,7.838,1.1029,3.8005,1.2023,127,7,True,-0.115895,True,False,1.1247064406252514,core_nonempty
7,C,99,cheapest_insertion,2.6458,2.0,0.3562,7.838,7.838,1.0,3.8005,1.2023,127,7,True,-0.787885,True,False,1.1247064406252514,core_nonempty
7,C,99,batch_reoptimize,2.6458,2.0,0.3562,7.838,7.838,1.0,3.8005,1.2023,127,7,True,-0.787885,True,False,1.1247064406252514,core_nonempty
7,C,123,nearest_neighbor,2.6458,2.0,0.3562,7.8694,7.8694,1.0,3.5295,1.2448,127,7,True,-0.578062,True,False,1.085747177475105,core_nonempty
7,C,123,cheapest_insertion,2.6458,2.0,0.3562,8.0599,7.8694,1.0242,3.5295,1.2448,127,7,True,-0.415041,True,False,1.085747177475105,core_nonempty
7,C,123,batch_reoptimize,2.6458,2.0,0.3562,7.8694,7.8694,1.0,3.5295,1.2448,127,7,True,-0.578062,True,False,1.085747177475105,core_nonempty
7,C,256,nearest_neighbor,2.6458,2.0,0.3562,8.6579,6.5444,1.323,3.2983,1.1715,127,7,False,1.111256,True,True,1.1248468780807472,single_complement
7,C,256,cheapest_insertion,2.6458,2.0,0.3562,8.6945,6.5444,1.3285,3.2983,1.1715,127,7,False,1.142611,True,True,1.1248468780807472,single_complement
7,C,256,batch_reoptimize,2.6458,2.0,0.3562,8.3594,6.5444,1.2773,3.2983,1.1715,127,7,False,0.855415,True,True,1.1248468780807472,single_complement
7,D,7,nearest_neighbor,2.6458,1.0,0.7124,9.9313,8.2041,1.2105,3.3917,,41,5,True,-1.301528,False,False,,core_nonempty
7,D,7,cheapest_insertion,2.6458,1.0,0.7124,9.9313,8.2041,1.2105,3.3917,,41,5,True,-1.301528,False,False,,core_nonempty
7,D,7,batch_reoptimize,2.6458,1.0,0.7124,9.9313,8.2041,1.2105,3.3917,,41,5,True,-1.301528,False,False,,core_nonempty
7,D,42,nearest_neighbor,2.6458,1.0,0.7124,9.8154,8.2919,1.1837,3.7104,,47,5,True,-1.348426,False,False,,core_nonempty
7,D,42,cheapest_insertion,2.6458,1.0,0.7124,9.9489,8.2919,1.1998,3.7104,,47,5,True,-1.303921,False,False,,core_nonempty
7,D,42,batch_reoptimize,2.6458,1.0,0.7124,9.9489,8.2919,1.1998,3.7104,,47,5,True,-1.303921,False,False,,core_nonempty
7,D,99,nearest_neighbor,2.6458,1.0,0.7124,10.1838,7.838,1.2993,3.8005,,47,5,True,-0.588359,False,False,,core_nonempty
7,D,99,cheapest_insertion,2.6458,1.0,0.7124,8.6444,7.838,1.1029,3.8005,,47,5,True,-1.358057,False,False,,core_nonempty
7,D,99,batch_reoptimize,2.6458,1.0,0.7124,8.6444,7.838,1.1029,3.8005,,47,5,True,-1.358057,False,False,,core_nonempty
7,D,123,nearest_neighbor,2.6458,1.0,0.7124,10.1327,7.8694,1.2876,3.5295,,25,4,True,-0.997653,False,False,,core_nonempty
7,D,123,cheapest_insertion,2.6458,1.0,0.7124,8.9836,7.8694,1.1416,3.5295,,25,4,True,-1.380662,False,False,,core_nonempty
7,D,123,batch_reoptimize,2.6458,1.0,0.7124,8.9836,7.8694,1.1416,3.5295,,25,4,True,-1.380662,False,False,,core_nonempty
7,D,256,nearest_neighbor,2.6458,1.0,0.7124,9.7367,6.5444,1.4878,3.2983,,19,3,True,-0.642803,False,False,,core_nonempty
7,D,256,cheapest_insertion,2.6458,1.0,0.7124,9.7367,6.5444,1.4878,3.2983,,19,3,True,-0.642803,False,False,,core_nonempty
7,D,256,batch_reoptimize,2.6458,1.0,0.7124,9.7367,6.5444,1.4878,3.2983,,19,3,True,-0.642803,False,False,,core_nonempty
7,E,7,nearest_neighbor,2.6458,1.0,0.7124,10.0357,8.2041,1.2233,3.3917,1.619,71,6,True,-1.47192,True,False,,core_nonempty
7,E,7,cheapest_insertion,2.6458,1.0,0.7124,9.1803,8.2041,1.119,3.3917,1.619,71,6,True,-1.860853,True,False,,core_nonempty
7,E,7,batch_reoptimize,2.6458,1.0,0.7124,9.1803,8.2041,1.119,3.3917,1.619,71,6,True,-1.860853,True,False,,core_nonempty
7,E,42,nearest_neighbor,2.6458,1.0,0.7124,11.8336,8.2919,1.4271,3.7104,,63,5,True,-0.431089,False,False,,core_nonempty
7,E,42,cheapest_insertion,2.6458,1.0,0.7124,10.3823,8.2919,1.2521,3.7104,,63,5,True,-1.294327,False,False,,core_nonempty
7,E,42,batch_reoptimize,2.6458,1.0,0.7124,11.0427,8.2919,1.3318,3.7104,,63,5,True,-0.826515,False,False,,core_nonempty
7,E,99,nearest_neighbor,2.6458,1.0,0.7124,9.5211,7.838,1.2147,3.8005,,25,4,True,-1.614843,False,False,,core_nonempty
7,E,99,cheapest_insertion,2.6458,1.0,0.7124,9.8023,7.838,1.2506,3.8005,,31,4,True,-1.521111,False,False,,core_nonempty
7,E,99,batch_reoptimize,2.6458,1.0,0.7124,9.702,7.838,1.2378,3.8005,,31,4,True,-1.554543,False,False,,core_nonempty
7,E,123,nearest_neighbor,2.6458,1.0,0.7124,9.4615,7.8694,1.2023,3.5295,1.382,79,6,True,-0.704521,True,False,,core_nonempty
7,E,123,cheapest_insertion,2.6458,1.0,0.7124,9.2586,7.8694,1.1765,3.5295,1.382,79,6,True,-0.805955,True,False,,core_nonempty
7,E,123,batch_reoptimize,2.6458,1.0,0.7124,9.2941,7.8694,1.181,3.5295,1.382,95,6,True,-0.788225,True,False,,core_nonempty
7,E,256,nearest_neighbor,2.6458,1.0,0.7124,8.9596,6.5444,1.3691,3.2983,,23,4,True,-0.757396,False,False,,core_nonempty
7,E,256,cheapest_insertion,2.6458,1.0,0.7124,8.9596,6.5444,1.3691,3.2983,,23,4,True,-0.757396,False,False,,core_nonempty
7,E,256,batch_reoptimize,2.6458,1.0,0.7124,8.9596,6.5444,1.3691,3.2983,,23,4,True,-0.757396,False,False,,core_nonempty
10,A,7,nearest_neighbor,3.1623,inf,0.0,11.0955,11.0955,1.0,4.3573,1.2202,1023,10,True,-0.821078,True,False,1.0822230834517734,core_nonempty
10,A,7,cheapest_insertion,3.1623,inf,0.0,11.0955,11.0955,1.0,4.3573,1.2202,1023,10,True,-0.821078,True,False,1.0822230834517734,core_nonempty
10,A,7,batch_reoptimize,3.1623,inf,0.0,11.0955,11.0955,1.0,4.3573,1.2202,1023,10,True,-0.821078,True,False,1.0822230834517734,core_nonempty
10,A,42,nearest_neighbor,3.1623,inf,0.0,12.6247,10.5393,1.1979,4.3207,1.1324,1023,10,False,1.099281,True,True,1.0838056465225638,single_complement
10,A,42,cheapest_insertion,3.1623,inf,0.0,10.5393,10.5393,1.0,4.3207,1.1324,1023,10,True,-0.541576,True,False,1.0838056465225638,core_nonempty
10,A,42,batch_reoptimize,3.1623,inf,0.0,10.5393,10.5393,1.0,4.3207,1.1324,1023,10,True,-0.541576,True,False,1.0838056465225638,core_nonempty
10,A,99,nearest_neighbor,3.1623,inf,0.0,13.6935,11.6993,1.1705,4.6296,1.162,1023,10,False,1.085547,True,True,1.067360970664351,single_complement
10,A,99,cheapest_insertion,3.1623,inf,0.0,12.9315,11.6993,1.1053,4.6296,1.162,1023,10,False,0.399778,True,False,1.067360970664351,balanced_complement
10,A,99,batch_reoptimize,3.1623,inf,0.0,11.6993,11.6993,1.0,4.6296,1.162,1023,10,True,-0.709266,True,False,1.067360970664351,core_nonempty
10,A,123,nearest_neighbor,3.1623,inf,0.0,10.4763,9.9499,1.0529,4.5082,1.1496,1023,10,False,0.034738,True,False,1.0525006218199875,near_complement
10,A,123,cheapest_insertion,3.1623,inf,0.0,10.0339,9.9499,1.0084,4.5082,1.1496,1023,10,True,-0.35779,True,False,1.0525006218199875,core_nonempty
10,A,123,batch_reoptimize,3.1623,inf,0.0,9.9499,9.9499,1.0,4.5082,1.1496,1023,10,True,-0.431259,True,False,1.0525006218199875,core_nonempty
10,A,256,nearest_neighbor,3.1623,inf,0.0,12.0813,9.7078,1.2445,4.0803,1.1382,1023,10,False,1.695781,True,True,1.0611771361148965,single_complement
10,A,256,cheapest_insertion,3.1623,inf,0.0,9.7078,9.7078,1.0,4.0803,1.1382,1023,10,True,-0.413977,True,False,1.0611771361148965,core_nonempty
10,A,256,batch_reoptimize,3.1623,inf,0.0,9.7078,9.7078,1.0,4.0803,1.1382,1023,10,True,-0.413977,True,False,1.0611771361148965,core_nonempty
10,B_heavy,7,nearest_neighbor,3.1623,4.0,0.1781,12.8217,11.0955,1.1556,4.3573,1.2202,1023,10,False,0.732433,True,False,1.0822230834517734,balanced_complement
10,B_heavy,7,cheapest_insertion,3.1623,4.0,0.1781,13.9745,11.0955,1.2595,4.3573,1.2202,1023,10,False,1.770006,True,True,1.0822230834517734,single_complement
10,B_heavy,7,batch_reoptimize,3.1623,4.0,0.1781,12.5162,11.0955,1.128,4.3573,1.2202,1023,10,False,0.457548,True,False,1.0822230834517734,balanced_complement
10,B_heavy,42,nearest_neighbor,3.1623,4.0,0.1781,14.9925,10.5393,1.4225,4.3207,1.1324,1023,10,False,3.212949,True,True,1.0838056465225638,single_complement
10,B_heavy,42,cheapest_insertion,3.1623,4.0,0.1781,12.3873,10.5393,1.1753,4.3207,1.1324,1023,10,False,0.891537,True,True,1.0838056465225638,single_complement
10,B_heavy,42,batch_reoptimize,3.1623,4.0,0.1781,11.906,10.5393,1.1297,4.3207,1.1324,1023,10,False,0.470415,True,False,1.0838056465225638,near_complement
10,B_heavy,99,nearest_neighbor,3.1623,4.0,0.1781,16.3419,11.6993,1.3968,4.6296,1.162,1023,10,False,3.469074,True,True,1.067360970664351,single_complement
10,B_heavy,99,cheapest_insertion,3.1623,4.0,0.1781,13.8597,11.6993,1.1847,4.6296,1.162,1023,10,False,1.235108,True,True,1.067360970664351,single_complement
10,B_heavy,99,batch_reoptimize,3.1623,4.0,0.1781,13.0119,11.6993,1.1122,4.6296,1.162,1023,10,False,0.472073,True,False,1.067360970664351,balanced_complement
10,B_heavy,123,nearest_neighbor,3.1623,4.0,0.1781,11.9288,9.9499,1.1989,4.5082,1.1496,1023,10,False,1.32593,True,True,1.0525006218199875,single_complement
10,B_heavy,123,cheapest_insertion,3.1623,4.0,0.1781,10.8721,9.9499,1.0927,4.5082,1.1496,1023,10,False,0.386593,True,False,1.0525006218199875,near_complement
10,B_heavy,123,batch_reoptimize,3.1623,4.0,0.1781,10.8118,9.9499,1.0866,4.5082,1.1496,1023,10,False,0.333041,True,False,1.0525006218199875,near_complement
10,B_heavy,256,nearest_neighbor,3.1623,4.0,0.1781,10.9322,9.7078,1.1261,4.0803,1.1382,1023,10,False,0.674373,True,False,1.0611771361148965,near_complement
10,B_heavy,256,cheapest_insertion,3.1623,4.0,0.1781,11.2675,9.7078,1.1607,4.0803,1.1382,1023,10,False,0.972395,True,True,1.0611771361148965,single_complement
10,B_heavy,256,batch_reoptimize,3.1623,4.0,0.1781,10.425,9.7078,1.0739,4.0803,1.1382,1023,10,False,0.223474,True,False,1.0611771361148965,near_complement
10,B_medium,7,nearest_neighbor,3.1623,2.0,0.3562,12.8004,11.0955,1.1537,4.3573,1.396,575,9,True,-1.344522,True,False,,core_nonempty
10,B_medium,7,cheapest_insertion,3.1623,2.0,0.3562,15.1258,11.0955,1.3632,4.3573,1.396,575,9,True,-0.181836,True,False,,core_nonempty
10,B_medium,7,batch_reoptimize,3.1623,2.0,0.3562,12.6731,11.0955,1.1422,4.3573,1.396,575,9,True,-1.408209,True,False,,core_nonempty
10,B_medium,42,nearest_neighbor,3.1623,2.0,0.3562,14.9925,10.5393,1.4225,4.3207,1.1324,1023,10,False,3.212949,True,True,1.0838056465225638,single_complement
10,B_medium,42,cheapest_insertion,3.1623,2.0,0.3562,12.3873,10.5393,1.1753,4.3207,1.1324,1023,10,False,0.891537,True,True,1.0838056465225638,single_complement
10,B_medium,42,batch_reoptimize,3.1623,2.0,0.3562,11.906,10.5393,1.1297,4.3207,1.1324,1023,10,False,0.470415,True,False,1.0838056465225638,near_complement
10,B_medium,99,nearest_neighbor,3.1623,2.0,0.3562,16.3419,11.6993,1.3968,4.6296,,511,8,True,-0.322654,False,False,,core_nonempty
10,B_medium,99,cheapest_insertion,3.1623,2.0,0.3562,13.3697,11.6993,1.1428,4.6296,1.4208,639,9,True,-1.423349,True,False,,core_nonempty
10,B_medium,99,batch_reoptimize,3.1623,2.0,0.3562,13.0119,11.6993,1.1122,4.6296,1.4208,639,9,True,-1.602288,True,False,,core_nonempty
10,B_medium,123,nearest_neighbor,3.1623,2.0,0.3562,14.1602,9.9499,1.4231,4.5082,,383,8,False,0.192491,False,False,,intermediate
10,B_medium,123,cheapest_insertion,3.1623,2.0,0.3562,10.8721,9.9499,1.0927,4.5082,,383,8,True,-1.45154,False,False,,core_nonempty
10,B_medium,123,batch_reoptimize,3.1623,2.0,0.3562,10.8118,9.9499,1.0866,4.5082,,383,8,True,-1.481663,False,False,,core_nonempty
10,B_medium,256,nearest_neighbor,3.1623,2.0,0.3562,13.1808,9.7078,1.3578,4.0803,,319,8,False,0.217358,False,False,,intermediate
10,B_medium,256,cheapest_insertion,3.1623,2.0,0.3562,11.2675,9.7078,1.1607,4.0803,,415,8,True,-1.111071,False,False,,core_nonempty
10,B_medium,256,batch_reoptimize,3.1623,2.0,0.3562,10.8468,9.7078,1.1173,4.0803,,319,8,True,-0.949673,False,False,,core_nonempty
10,B_light,7,nearest_neighbor,3.1623,0.5,1.4248,21.3589,11.0955,1.925,4.3573,,33,4,True,-1.61803,False,False,,core_nonempty
10,B_light,7,cheapest_insertion,3.1623,0.5,1.4248,19.9194,11.0955,1.7953,4.3573,,37,4,True,-2.453542,False,False,,core_nonempty
10,B_light,7,batch_reoptimize,3.1623,0.5,1.4248,19.9194,11.0955,1.7953,4.3573,,37,4,True,-2.453542,False,False,,core_nonempty
10,B_light,42,nearest_neighbor,3.1623,0.5,1.4248,20.4836,10.5393,1.9435,4.3207,,47,4,True,-1.629894,False,False,,core_nonempty
10,B_light,42,cheapest_insertion,3.1623,0.5,1.4248,18.5206,10.5393,1.7573,4.3207,,59,5,True,-1.957067,False,False,,core_nonempty
